q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_100-H_24   	H_200-H_15   	C_100-H_22   	H_200-N_7    	H_200-H_23   	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
4.935 	0.000413386 	0.594977    	0.000378163 	-0.0102288  	-0.00906207 	-0.0147069  	2.5439e-05  	0.561858    	-0.0183071  	-0.00617538 	0.432487    	-0.0309391  	0.00264145  	0.000408181 	0.00309017  	0.000570011 	-0.002636   	-0.0175683  	0.000385077 	-0.00790915 	-0.0132898  	0.505462    	-0.0121875  	0.364741    	-0.0119015  	-0.00874444 	0.48804     	0.00653706  	-0.0079078  	0.000701842 	0.000523073 	0.000768144 	-0.0158132  	0.00158136  	0.000429269 	-0.0151384  	-0.02022    	0.265239    	-0.00468302 	0.0807348   	0.466257    	-0.00783017 	-0.019606   	0.00298191  	0.00089771  	0.4351      	0.00054553  	-0.00402424 	-0.0112629  	0.484372    	0.000646166 	-0.013388   	0.535634    	0.000693337 	0.000634208 	-0.00767214 	0.000455199 	0.00102056  	-0.0191855  	0.0488608   	-0.00445894 	0.000189534 	-0.00416729 	-0.0134691  	-0.0126044  	0.000612212 	0.136477    	-0.0167511  	-0.0125986  	0.000704212 	-0.00351147 	-0.0230892  
4.945 	0.000445282 	0.578388    	0.00036526  	-0.0104193  	-0.0095538  	-0.0144563  	5.0497e-05  	0.559543    	-0.0186303  	-0.00637585 	0.42364     	-0.0307318  	0.00211035  	0.000393405 	0.0020597   	0.000590617 	-0.00348335 	-0.0184272  	0.00040668  	-0.00891661 	-0.0145522  	0.493203    	-0.0133394  	0.379696    	-0.0121083  	-0.00884834 	0.494756    	0.00564649  	-0.00844076 	0.00069096  	0.000499614 	0.000762201 	-0.0174132  	0.00115287  	0.000476302 	-0.0165864  	-0.0207113  	0.267691    	-0.00495609 	0.0854075   	0.458019    	-0.00822441 	-0.0202016  	0.00261181  	0.00090351  	0.433611    	0.000511319 	-0.00484324 	-0.0123222  	0.48812     	0.000633642 	-0.014384   	0.540807    	0.000651381 	0.000591598 	-0.0083396  	0.000474052 	0.00105564  	-0.0196715  	0.0473096   	-0.00546687 	0.000208768 	-0.00480997 	-0.0142998  	-0.0126601  	0.000590509 	0.136199    	-0.0182106  	-0.0132994  	0.000708904 	-0.00449826 	-0.0245922  
4.955 	0.000479489 	0.560711    	0.000354807 	-0.0105947  	-0.0100575  	-0.014262   	7.83778e-05 	0.555498    	-0.0189637  	-0.00658927 	0.41392     	-0.0304059  	0.00147964  	0.000378437 	0.00106986  	0.000605909 	-0.0042969  	-0.0192202  	0.000429626 	-0.0097861  	-0.0156732  	0.478871    	-0.0143292  	0.394245    	-0.0122421  	-0.00890459 	0.500308    	0.0047546   	-0.00899431 	0.000674371 	0.000478339 	0.000752406 	-0.0190178  	0.00071594  	0.00052481  	-0.0178967  	-0.0211227  	0.269421    	-0.00516325 	0.0902012   	0.447836    	-0.00861226 	-0.0207138  	0.00217186  	0.000897581 	0.430125    	0.000475143 	-0.00565511 	-0.0133103  	0.490869    	0.000612808 	-0.0152713  	0.545234    	0.000606133 	0.000543178 	-0.00892976 	0.000491805 	0.00108187  	-0.0200867  	0.0449867   	-0.00645729 	0.000232932 	-0.00549849 	-0.0150481  	-0.0127006  	0.000561826 	0.137094    	-0.0196619  	-0.0139168  	0.000707799 	-0.00551217 	-0.0259598  
4.965 	0.00051598  	0.542831    	0.000347007 	-0.0107547  	-0.0105665  	-0.0141243  	0.000109826 	0.550175    	-0.0192905  	-0.00681119 	0.403604    	-0.029974   	0.000764011 	0.000364725 	0.000137381 	0.000616567 	-0.00505757 	-0.0199297  	0.000454006 	-0.0105105  	-0.0166397  	0.463136    	-0.0151462  	0.408167    	-0.0122999  	-0.00892247 	0.504842    	0.00388248  	-0.00955402 	0.000653202 	0.000460262 	0.000739633 	-0.0205885  	0.00027674  	0.000574455 	-0.0190523  	-0.0214461  	0.270627    	-0.00530941 	0.0953719   	0.436207    	-0.00898965 	-0.0211395  	0.00167862  	0.000881695 	0.425019    	0.000438756 	-0.00645364 	-0.0142127  	0.492734    	0.000585219 	-0.016034   	0.549005    	0.000559763 	0.000491258 	-0.00943235 	0.000509045 	0.0010997   	-0.0204195  	0.0424144   	-0.00741877 	0.000261972 	-0.00622832 	-0.0157078  	-0.0127297  	0.000527767 	0.139407    	-0.021072   	-0.0144399  	0.000701827 	-0.00653332 	-0.0271522  
4.975 	0.000554608 	0.525556    	0.000341995 	-0.0108985  	-0.0110727  	-0.0140412  	0.000145435 	0.544001    	-0.0195928  	-0.00703634 	0.392957    	-0.0294492  	-1.93035e-05	0.000353618 	-0.000722095	0.000623354 	-0.00574782 	-0.0205396  	0.000479802 	-0.0110878  	-0.0174428  	0.446667    	-0.0157841  	0.421228    	-0.0122799  	-0.00891134 	0.508476    	0.00305021  	-0.010105   	0.000628601 	0.000446196 	0.000724772 	-0.0220876  	-0.000158344	0.00062481  	-0.0200392  	-0.0216754  	0.27147     	-0.00540083 	0.101141    	0.423638    	-0.0093525  	-0.0214772  	0.00114975  	0.000857752 	0.418672    	0.000403837 	-0.00723281 	-0.0150166  	0.493816    	0.00055253  	-0.0166588  	0.552174    	0.000514359 	0.000438176 	-0.00983933 	0.00052631  	0.00110974  	-0.0206594  	0.0401059   	-0.00833974 	0.000295633 	-0.00699286 	-0.0162742  	-0.0127504  	0.000490043 	0.143305    	-0.0224081  	-0.0148603  	0.000691975 	-0.00754179 	-0.0281333  
4.985 	0.000595109 	0.509589    	0.00033983  	-0.0110253  	-0.0115669  	-0.0140082  	0.000185612 	0.537364    	-0.0198525  	-0.007259   	0.382225    	-0.0288446  	-0.00085123 	0.000346326 	-0.0014945  	0.000627076 	-0.00635231 	-0.0210357  	0.000506886 	-0.0115211  	-0.0180771  	0.430107    	-0.0162418  	0.433188    	-0.0121819  	-0.0088804  	0.511294    	0.00227613  	-0.0106327  	0.000601702 	0.000436726 	0.0007087   	-0.0234797  	-0.000583025	0.000675365 	-0.0208472  	-0.0218063  	0.272072    	-0.0054449  	0.107685    	0.410619    	-0.00969691 	-0.0217267  	0.000603214 	0.000827708 	0.411456    	0.000371937 	-0.00798684 	-0.0157116  	0.494191    	0.000516437 	-0.0171358  	0.554766    	0.000471867 	0.00038621  	-0.0101452  	0.000544056 	0.00111273  	-0.0207974  	0.0385432   	-0.00920885 	0.000333473 	-0.00778358 	-0.0167443  	-0.0127653  	0.00045041  	0.148873    	-0.0236389  	-0.0151719  	0.000679254 	-0.00851826 	-0.0288727  
4.995 	0.000637106 	0.4955      	0.000340506 	-0.0111338  	-0.0120392  	-0.0140192  	0.000230564 	0.530601    	-0.0200523  	-0.00747335 	0.371631    	-0.028173   	-0.00171156 	0.000343869 	-0.00216782 	0.000628549 	-0.00685851 	-0.0214063  	0.000535024 	-0.0118178  	-0.0185413  	0.414048    	-0.0165222  	0.443804    	-0.0120075  	-0.00883856 	0.513348    	0.00157621  	-0.0111231  	0.000573595 	0.000432203 	0.000692254 	-0.0247323  	-0.000991408	0.000725535 	-0.0214696  	-0.0218372  	0.272506    	-0.00544994 	0.115125    	0.397613    	-0.0100194  	-0.0218894  	5.64806e-05 	0.000793498 	0.403721    	0.000344425 	-0.00871035 	-0.0162898  	0.493912    	0.000478623 	-0.0174586  	0.55677     	0.000434022 	0.000337505 	-0.0103472  	0.000562648 	0.00110949  	-0.020827   	0.038158    	-0.0100153  	0.00037487  	-0.00859031 	-0.0171164  	-0.0127764  	0.000410599 	0.15611     	-0.0247352  	-0.0153718  	0.000664668 	-0.00944462 	-0.0293464  
5.005 	0.000680118 	0.48371     	0.000343954 	-0.011223   	-0.0124797  	-0.0140662  	0.000280277 	0.523987    	-0.0201764  	-0.00767387 	0.361369    	-0.027447   	-0.0025797  	0.000347046 	-0.00273244 	0.000628562 	-0.00725713 	-0.0216427  	0.00056389  	-0.0119898  	-0.018838   	0.399016    	-0.0166332  	0.452842    	-0.0117604  	-0.00879425 	0.514651    	0.000963535 	-0.0115638  	0.000545292 	0.000432742 	0.000676203 	-0.0258177  	-0.00137826 	0.000774669 	-0.0219035  	-0.0217689  	0.272798    	-0.00542499 	0.12352     	0.385038    	-0.0103173  	-0.0219681  	-0.000474167	0.000756967 	0.395782    	0.000322452 	-0.00939837 	-0.0167463  	0.493002    	0.000440706 	-0.0176252  	0.558141    	0.000402302 	0.000293997 	-0.0104454  	0.000582336 	0.00110088  	-0.0207435  	0.0393134   	-0.0107493  	0.00041905  	-0.00940144 	-0.0173912  	-0.0127854  	0.000372258 	0.164929    	-0.0256709  	-0.0154603  	0.000649177 	-0.0103046  	-0.0295377  
5.015 	0.000723577 	0.474478    	0.000350046 	-0.0112918  	-0.0128784  	-0.0141399  	0.000334516 	0.517723    	-0.0202112  	-0.00785563 	0.351598    	-0.0266785  	-0.00343536 	0.000356406 	-0.00318147 	0.000627854 	-0.00754249 	-0.0217396  	0.000593073 	-0.0120525  	-0.0189734  	0.385455    	-0.0165863  	0.460082    	-0.011446   	-0.00875522 	0.515182    	0.000447835 	-0.0119439  	0.000517712 	0.000438222 	0.000661221 	-0.0267132  	-0.00173925 	0.000822064 	-0.0221499  	-0.0216052  	0.272923    	-0.00537946 	0.132866    	0.373261    	-0.0105884  	-0.021967   	-0.00097425 	0.000719814 	0.387911    	0.000306919 	-0.0100464  	-0.0170788  	0.491459    	0.000404188 	-0.0176373  	0.558805    	0.00037788  	0.000257357 	-0.0104426  	0.000603248 	0.0010878   	-0.0205452  	0.0422904   	-0.0114019  	0.00046511  	-0.0102043  	-0.0175707  	-0.0127937  	0.000336898 	0.175157    	-0.0264236  	-0.0154408  	0.000633673 	-0.0110841  	-0.0294381  
5.025 	0.000766839 	0.467897    	0.000358608 	-0.0113394  	-0.0132266  	-0.0142301  	0.000392826 	0.511937    	-0.0201456  	-0.0080146  	0.342444    	-0.025879   	-0.0042593  	0.000372233 	-0.00351099 	0.00062708  	-0.00771275 	-0.0216956  	0.000622096 	-0.0120241  	-0.0189572  	0.37371     	-0.0163969  	0.465324    	-0.0110718  	-0.00872847 	0.514888    	3.52602e-05 	-0.0122549  	0.000491653 	0.000448308 	0.000647875 	-0.027402   	-0.00207111 	0.000866985 	-0.0222132  	-0.0213525  	0.272809    	-0.00532295 	0.143093    	0.36258     	-0.0108317  	-0.0218912  	-0.00143159 	0.000683537 	0.380331    	0.000298449 	-0.0106507  	-0.0172882  	0.489256    	0.000370416 	-0.0175008  	0.558656    	0.000361598 	0.000228942 	-0.0103445  	0.000625385 	0.00107111  	-0.0202331  	0.0472766   	-0.011966   	0.00051205  	-0.0109856  	-0.0176589  	-0.0128023  	0.000305839 	0.186542    	-0.0269754  	-0.0153198  	0.000618956 	-0.0117717  	-0.0290473  
5.035 	0.000809207 	0.463895    	0.000369422 	-0.0113654  	-0.0135162  	-0.0143261  	0.000454548 	0.506679    	-0.0199721  	-0.00814784 	0.333993    	-0.0250589  	-0.00503388 	0.000394539 	-0.00372012 	0.000626794 	-0.00776991 	-0.0215128  	0.000650437 	-0.0119248  	-0.0188019  	0.364023    	-0.0160835  	0.468397    	-0.010647   	-0.00872007 	0.513684    	-0.000271778	-0.0124906  	0.000467787 	0.000462468 	0.000636605 	-0.0278739  	-0.00237174 	0.000908683 	-0.0221013  	-0.0210199  	0.272341    	-0.00526491 	0.154064    	0.353225    	-0.0110469  	-0.0217471  	-0.00183666 	0.000649395 	0.373204    	0.00029738  	-0.0112077  	-0.017378   	0.48634     	0.000340545 	-0.0172257  	0.557567    	0.000353949 	0.000209754 	-0.0101595  	0.000648623 	0.00105167  	-0.0198109  	0.0543597   	-0.0124361  	0.000558812 	-0.0117315  	-0.0176613  	-0.012812   	0.000280177 	0.198766    	-0.0273131  	-0.0151069  	0.000605706 	-0.0123589  	-0.0283736  
5.045 	0.000849953 	0.462242    	0.000382238 	-0.0113696  	-0.013741   	-0.014417   	0.000518836 	0.501923    	-0.0196863  	-0.00825368 	0.326295    	-0.0242281  	-0.00574368 	0.000423063 	-0.00381105 	0.000627431 	-0.00771977 	-0.021197   	0.000677549 	-0.0117759  	-0.0185226  	0.356528    	-0.0156668  	0.469163    	-0.0101825  	-0.00873508 	0.511467    	-0.000474589	-0.0126473  	0.000446645 	0.000480004 	0.000627714 	-0.0281247  	-0.00264031 	0.000946419 	-0.0218253  	-0.0206188  	0.271369    	-0.00521439 	0.165585    	0.345346    	-0.0112349  	-0.0215417  	-0.00218284 	0.000618378 	0.366635    	0.000303757 	-0.0117149  	-0.0173546  	0.48264     	0.000315512 	-0.0168251  	0.555392    	0.000355071 	0.000200422 	-0.00989787 	0.000672717 	0.00103024  	-0.0192852  	0.0635248   	-0.0128084  	0.000604312 	-0.0124285  	-0.0175849  	-0.0128234  	0.000260752 	0.211449    	-0.0274288  	-0.0148143  	0.000594475 	-0.0128403  	-0.0274335  
5.055 	0.00088834  	0.462563    	0.000396779 	-0.0113526  	-0.0138962  	-0.0144921  	0.000584686 	0.497571    	-0.0192876  	-0.0083318  	0.319364    	-0.0233954  	-0.00637589 	0.000457292 	-0.003789   	0.000629296 	-0.00757168 	-0.0207576  	0.000702878 	-0.011599   	-0.0181364  	0.351246    	-0.0151693  	0.467524    	-0.00969073 	-0.00877742 	0.508114    	-0.000578055	-0.012724   	0.000428617 	0.000500083 	0.000621367 	-0.0281573  	-0.00287721 	0.000979483 	-0.021399   	-0.0201629  	0.269715    	-0.0051798  	0.177408    	0.339017    	-0.0113973  	-0.0212827  	-0.00246647 	0.000591196 	0.360669    	0.000317345 	-0.0121701  	-0.0172267  	0.478066    	0.000296017 	-0.0163159  	0.551978    	0.000364758 	0.000201191 	-0.00957224 	0.000697316 	0.00100752  	-0.0186653  	0.0746558   	-0.0130813  	0.000647484 	-0.0130633  	-0.0174379  	-0.0128369  	0.000248128 	0.224173    	-0.0273201  	-0.0144564  	0.000585672 	-0.0132135  	-0.0262511  
5.065 	0.000923649 	0.464364    	0.000412753 	-0.0113152  	-0.0139791  	-0.0145414  	0.000650973 	0.493463    	-0.0187792  	-0.00838324 	0.313175    	-0.0225687  	-0.00692069 	0.000496476 	-0.00366195 	0.000632561 	-0.00733817 	-0.0202072  	0.000725891 	-0.0114152  	-0.0176617  	0.348093    	-0.0146144  	0.463424    	-0.00918493 	-0.00884989 	0.503495    	-0.000590345	-0.0127222  	0.000413954 	0.000521779 	0.00061759  	-0.0279804  	-0.003084   	0.00100722  	-0.0208385  	-0.0196671  	0.267184    	-0.00516863 	0.189245    	0.334232    	-0.0115365  	-0.020978   	-0.00268679 	0.00056827  	0.355291    	0.000337643 	-0.012572   	-0.0170051  	0.472523    	0.000282515 	-0.0157169  	0.547164    	0.000382477 	0.000211931 	-0.00919658 	0.000721973 	0.000984086 	-0.017963   	0.0875413   	-0.0132551  	0.000687312 	-0.0136238  	-0.0172294  	-0.0128524  	0.000242584 	0.236488    	-0.0269897  	-0.0140493  	0.000579557 	-0.0134793  	-0.0248573  
5.075 	0.000955201 	0.467049    	0.000429856 	-0.0112587  	-0.0139891  	-0.0145558  	0.000716485 	0.489385    	-0.0181675  	-0.00841031 	0.307675    	-0.0217549  	-0.00737142 	0.000539661 	-0.00344047 	0.000637266 	-0.00703448 	-0.0195612  	0.000746096 	-0.0112438  	-0.0171178  	0.346887    	-0.0140256  	0.456852    	-0.00867917 	-0.00895404 	0.497479    	-0.000522516	-0.0126459  	0.000402773 	0.000544107 	0.000616276 	-0.0276085  	-0.0032633  	0.00102906  	-0.0201616  	-0.0191476  	0.263574    	-0.00518722 	0.200776    	0.330914    	-0.0116556  	-0.0206357  	-0.0028458  	0.000549743 	0.350434    	0.000363911 	-0.0129196  	-0.0167024  	0.465906    	0.000275216 	-0.0150494  	0.540797    	0.000407399 	0.00023215  	-0.00878595 	0.000746172 	0.000960439 	-0.017192   	0.101883    	-0.0133323  	0.000722871 	-0.0140986  	-0.0169692  	-0.0128698  	0.000244121 	0.247936    	-0.026446   	-0.01361    	0.000576246 	-0.0136412  	-0.0232889  
5.085 	0.000982377 	0.469955    	0.000447785 	-0.0111847  	-0.0139276  	-0.0145273  	0.000779968 	0.485081    	-0.0174624  	-0.00841649 	0.30278     	-0.02096    	-0.00772471 	0.000585727 	-0.00313727 	0.000643324 	-0.00667797 	-0.0188371  	0.000763058 	-0.0111022  	-0.016524   	0.347357    	-0.0134259  	0.447846    	-0.00818775 	-0.0090902  	0.489944    	-0.000388014	-0.0125012  	0.000395068 	0.000566068 	0.000617196 	-0.0270612  	-0.00341858 	0.00104451  	-0.0193875  	-0.0186212  	0.258691    	-0.00524065 	0.211662    	0.328914    	-0.011758   	-0.0202638  	-0.00294789 	0.000535502 	0.345981    	0.000395202 	-0.0132128  	-0.0163323  	0.458115    	0.00027409  	-0.0143356  	0.532737    	0.000438443 	0.000261032 	-0.00835597 	0.000769342 	0.000936953 	-0.0163679  	0.117311    	-0.0133173  	0.000753353 	-0.0144783  	-0.0166673  	-0.0128885  	0.000252469 	0.258067    	-0.025702   	-0.013156   	0.000575709 	-0.0137055  	-0.0215874  
5.095 	0.00100465  	0.472377    	0.000466239 	-0.0110955  	-0.013798   	-0.0144498  	0.000840168 	0.480268    	-0.0166764  	-0.00840625 	0.298382    	-0.0201888  	-0.00798042 	0.000633429 	-0.00276685 	0.000650535 	-0.00628747 	-0.0180542  	0.000776422 	-0.0110049  	-0.0158995  	0.349158    	-0.0128369  	0.436487    	-0.00772484 	-0.00925748 	0.480782    	-0.000202096	-0.012296   	0.000390723 	0.000586688 	0.000620012 	-0.0263622  	-0.00355399 	0.00105322  	-0.0185363  	-0.0181042  	0.252352    	-0.00533248 	0.221562    	0.328028    	-0.0118475  	-0.0198697  	-0.00299948 	0.000525198 	0.341778    	0.000430403 	-0.0134518  	-0.0159096  	0.449057    	0.000278886 	-0.0135981  	0.522863    	0.000474316 	0.000297473 	-0.00792232 	0.000790889 	0.000913896 	-0.0155076  	0.133394    	-0.0132163  	0.000778101 	-0.014755   	-0.0163338  	-0.0129077  	0.000267114 	0.266452    	-0.0247755  	-0.0127048  	0.000577788 	-0.0136807  	-0.0197972  
5.105 	0.00102158  	0.473603    	0.000484928 	-0.0109932  	-0.0136055  	-0.0143183  	0.000895875 	0.474647    	-0.0158245  	-0.00838478 	0.294355    	-0.0194453  	-0.00814154 	0.000681443 	-0.00234501 	0.000658598 	-0.00588256 	-0.0172326  	0.000785923 	-0.0109628  	-0.0152622  	0.351889    	-0.012278   	0.422905    	-0.00730401 	-0.0094538  	0.469908    	1.88039e-05 	-0.0120395  	0.000389528 	0.000605053 	0.000624298 	-0.0255385  	-0.00367409 	0.00105497  	-0.0176281  	-0.0176124  	0.244407    	-0.00546474 	0.230146    	0.327998    	-0.0119278  	-0.0194604  	-0.00300856 	0.000518291 	0.33764     	0.000468279 	-0.0136375  	-0.015449   	0.438652    	0.00028915  	-0.0128596  	0.511081    	0.000513574 	0.000340132 	-0.00750022 	0.000810215 	0.000891437 	-0.0146288  	0.149664    	-0.0130373  	0.000796626 	-0.0149228  	-0.0159783  	-0.0129258  	0.000287323 	0.272703    	-0.0236883  	-0.0122729  	0.000582201 	-0.0135772  	-0.0179647  
5.115 	0.00103287  	0.472946    	0.000503578 	-0.0108804  	-0.0133572  	-0.0141301  	0.000945965 	0.467923    	-0.0149233  	-0.00835772 	0.290558    	-0.0187325  	-0.00821384 	0.000728414 	-0.00188832 	0.000667135 	-0.00548289 	-0.0163927  	0.000791397 	-0.0109833  	-0.0146288  	0.355106    	-0.0117662  	0.407272    	-0.00693782 	-0.00967596 	0.457267    	0.000257728 	-0.0117423  	0.0003912   	0.000620347 	0.000629559 	-0.0246191  	-0.0037836  	0.00104967  	-0.0166827  	-0.0171604  	0.234738    	-0.0056378  	0.237106    	0.328531    	-0.0120023  	-0.0190422  	-0.00298411 	0.000514086 	0.333363    	0.000507521 	-0.0137711  	-0.0149655  	0.426841    	0.000304259 	-0.0121412  	0.49733     	0.000554674 	0.000387488 	-0.00710394 	0.000826746 	0.000869647 	-0.0137494  	0.165627    	-0.0127896  	0.000808623 	-0.0149781  	-0.01561    	-0.0129412  	0.000312187 	0.27649     	-0.0224656  	-0.0118751  	0.000588571 	-0.0134068  	-0.0161363  
5.125 	0.00103832  	0.469772    	0.000521932 	-0.0107596  	-0.0130616  	-0.013884   	0.000989438 	0.459816    	-0.0139904  	-0.0083309  	0.286841    	-0.0180523  	-0.00820565 	0.000773005 	-0.00141364 	0.000675712 	-0.00510741 	-0.0155544  	0.000792793 	-0.0110696  	-0.014014   	0.358346    	-0.0113156  	0.389797    	-0.0066374  	-0.0099197  	0.44284     	0.000497862 	-0.0114151  	0.000395395 	0.000631877 	0.000635253 	-0.0236342  	-0.00388715 	0.00103739  	-0.0157195  	-0.0167607  	0.223275    	-0.00585035 	0.242176    	0.329306    	-0.0120742  	-0.0186204  	-0.00293565 	0.000511782 	0.328731    	0.000546793 	-0.0138542  	-0.0144732  	0.413586    	0.000323446 	-0.0114626  	0.481588    	0.000596033 	0.000437903 	-0.00674634 	0.000839956 	0.000848521 	-0.0128871  	0.18079     	-0.0124835  	0.000813983 	-0.0149195  	-0.0152369  	-0.0129516  	0.000340654 	0.277547    	-0.0211351  	-0.0115244  	0.000596436 	-0.0131824  	-0.0143571  
5.135 	0.00103789  	0.463531    	0.000539757 	-0.0106333  	-0.012728   	-0.0135807  	0.00102545  	0.450075    	-0.0130442  	-0.00830998 	0.283052    	-0.0174061  	-0.00812731 	0.000813941 	-0.000937555	0.000683859 	-0.00477367 	-0.0147367  	0.000790167 	-0.011221   	-0.0134305  	0.361146    	-0.0109364  	0.370722    	-0.00641207 	-0.0101798  	0.426646    	0.000723169 	-0.011069   	0.000401733 	0.0006391   	0.000640819 	-0.0226136  	-0.00398899 	0.00101837  	-0.0147562  	-0.0164233  	0.209999    	-0.00609945 	0.245137    	0.329993    	-0.0121459  	-0.0181991  	-0.0028726  	0.000510516 	0.323533    	0.000584778 	-0.013889   	-0.0139851  	0.398879    	0.000345842 	-0.0108411  	0.463871    	0.000636087 	0.000489678 	-0.00643847 	0.000849386 	0.000827987 	-0.0120587  	0.194677    	-0.0121302  	0.000812792 	-0.0147478  	-0.014866   	-0.012954   	0.000371583 	0.275688    	-0.0197264  	-0.0112314  	0.000605276 	-0.0129173  	-0.0126692  
5.145 	0.00103167  	0.453778    	0.00055684  	-0.0105036  	-0.0123669  	-0.0132227  	0.00105335  	0.438489    	-0.0121025  	-0.00830018 	0.27904     	-0.016794   	-0.00799075 	0.000850055 	-0.000475903	0.000691098 	-0.00449727 	-0.0139566  	0.000783689 	-0.0114328  	-0.0128883  	0.363057    	-0.0106355  	0.350319    	-0.00626909 	-0.0104503  	0.408744    	0.000918982 	-0.0107145  	0.000409812 	0.00064164  	0.000645693 	-0.0215863  	-0.00409278 	0.000992993 	-0.0138092  	-0.0161557  	0.194947    	-0.00638062 	0.245832    	0.330257    	-0.0122188  	-0.0177816  	-0.00280385 	0.000509414 	0.317566    	0.000620229 	-0.0138775  	-0.0135131  	0.382743    	0.000370509 	-0.0102909  	0.44424     	0.000673346 	0.000541123 	-0.00618927 	0.000854666 	0.000807926 	-0.01128    	0.206844    	-0.0117415  	0.000805324 	-0.0144662  	-0.014503   	-0.0129454  	0.000403783 	0.27081     	-0.0182702  	-0.0110034  	0.000614536 	-0.0126246  	-0.0111108  
5.155 	0.00101988  	0.440195    	0.000572994 	-0.0103727  	-0.0119889  	-0.0128141  	0.00107268  	0.424903    	-0.0111825  	-0.00830597 	0.274661    	-0.0162157  	-0.00780898 	0.00088032  	-4.32944e-05	0.000696963 	-0.0042912  	-0.0132291  	0.000773631 	-0.0116965  	-0.0123948  	0.363665    	-0.010416   	0.328876    	-0.00621335 	-0.0107245  	0.389238    	0.00107253  	-0.0103614  	0.000419227 	0.000639297 	0.000649338 	-0.0205787  	-0.00420137 	0.000961787 	-0.012893   	-0.015962   	0.178213    	-0.00668789 	0.244171    	0.329778    	-0.0122936  	-0.01737    	-0.00273725 	0.000507634 	0.310652    	0.000652006 	-0.0138221  	-0.013067   	0.365229    	0.000396479 	-0.00982288 	0.4228      	0.000706444 	0.000590609 	-0.00600528 	0.000855528 	0.000788188 	-0.0105647  	0.216903    	-0.0113291  	0.000792032 	-0.0140798  	-0.0141518  	-0.012922   	0.000436061 	0.2629      	-0.0167972  	-0.0108449  	0.000623648 	-0.0123172  	-0.00971445 
5.165 	0.00100287  	0.422604    	0.000588055 	-0.0102419  	-0.0116047  	-0.0123605  	0.00108321  	0.409219    	-0.0103     	-0.00833087 	0.269784    	-0.0156699  	-0.00759547 	0.00090389  	0.000347296 	0.000701024 	-0.00416548 	-0.0125664  	0.000760358 	-0.0120004  	-0.0119547  	0.362608    	-0.0102772  	0.306695    	-0.00624723 	-0.0109952  	0.36827     	0.00117336  	-0.0100186  	0.000429583 	0.000632052 	0.000651261 	-0.0196145  	-0.00431666 	0.000925423 	-0.0120198  	-0.0158433  	0.159952    	-0.00701402 	0.240136    	0.328261    	-0.0123699  	-0.0169649  	-0.00267926 	0.000504406 	0.30264     	0.000679115 	-0.0137255  	-0.0126548  	0.346425    	0.000422789 	-0.00944441 	0.399694    	0.000734183 	0.000636628 	-0.00589046 	0.000851816 	0.00076861  	-0.00992467 	0.224531    	-0.0109045  	0.000773529 	-0.0135959  	-0.0138152  	-0.0128798  	0.000467267 	0.252037    	-0.0153374  	-0.0107571  	0.000632053 	-0.0120069  	-0.00850646 
5.175 	0.000981124 	0.400977    	0.000601882 	-0.0101124  	-0.0112247  	-0.0118685  	0.00108495  	0.391407    	-0.00946888 	-0.00837718 	0.264292    	-0.0151549  	-0.0073637  	0.000920116 	0.000684885 	0.000702905 	-0.00412676 	-0.0119776  	0.000744319 	-0.01233    	-0.0115702  	0.359584    	-0.0102146  	0.284083    	-0.0063705  	-0.0112548  	0.346021    	0.00121369  	-0.00969332 	0.000440509 	0.000620059 	0.000651033 	-0.0187134  	-0.00443945 	0.000884691 	-0.0111995  	-0.0157972  	0.140369    	-0.00735069 	0.233788    	0.325443    	-0.0124461  	-0.0165662  	-0.00263461 	0.00049907  	0.293415    	0.000700737 	-0.0135902  	-0.0122825  	0.326448    	0.000448518 	-0.00915893 	0.375107    	0.000755569 	0.000677838 	-0.00584618 	0.000843496 	0.000749032 	-0.0093692  	0.229484    	-0.0104787  	0.00075056  	-0.0130234  	-0.013494   	-0.0128144  	0.000496331 	0.238383    	-0.0139195  	-0.0107377  	0.000639225 	-0.0117045  	-0.00750596 
