q      	sum          	Hg-I_2       	H_1-I_2      	I_2-I_2      	I_1-I_2      	O-Hg         	O-I_1        	H_2-Hg       	C-I_1        	H_1-I_1      	H_1-H_1      	C-C          	O-O          	H_2-H_2      	C-H_2        	O-I_2        	C-H_1        	C-I_2        	Hg-I_1       	O-H_2        	Hg-Hg        	H_1-H_2      	H_2-I_1      	O-H_1        	O-C          	H_1-Hg       	I_1-I_1      	H_2-I_2      	C-Hg        
0.665 	35200       	3649.75     	-115.742    	2681.64     	-597.2      	-258.163    	-339.514    	-128.613    	-284.276    	-144.502    	-549.356    	3978.71     	10600.7     	359.717     	276.795     	-285.132    	-1.67859    	-378.899    	3649.75     	-176.245    	6206.12     	-165.434    	-43.8012    	4922.8      	686.309     	-258.057    	2681.64     	-61.054     	-706.285    
0.675 	35239.5     	3565.53     	-128.665    	2678.01     	-644.894    	-285.149    	-385.082    	-125.03     	-285.98     	-162.468    	-497.94     	4004.73     	10759.5     	359.123     	285.958     	-310.265    	-15.6933    	-374.062    	3565.53     	-187.943    	6200.65     	-174.005    	-42.5768    	5089.47     	700.118     	-277.954    	2678.01     	-59.1447    	-690.234    
0.685 	35287.1     	3481.16     	-143.719    	2674.34     	-689.124    	-304.966    	-427.484    	-121.674    	-289.25     	-178.316    	-445.219    	4024.84     	10924.9     	358.503     	294.489     	-339.886    	-29.4908    	-368.551    	3481.16     	-200.531    	6195.11     	-182.705    	-41.6543    	5263.02     	703.881     	-293.464    	2674.34     	-57.0291    	-675.605    
0.695 	35344.8     	3396.68     	-160.506    	2670.64     	-729.884    	-315.745    	-464.428    	-118.578    	-293.761    	-190.985    	-391.585    	4038.17     	11095.9     	357.851     	302.147     	-373.258    	-43.2964    	-362.213    	3396.68     	-214.149    	6189.5      	-191.528    	-41.0437    	5442.18     	696.071     	-303.709    	2670.64     	-54.6956    	-662.341    
0.705 	35414.8     	3312.11     	-178.543    	2666.89     	-767.174    	-316.204    	-494.004    	-115.759    	-299.166    	-199.62     	-337.429    	4044.32     	11271.5     	357.161     	308.762     	-409.483    	-57.3165    	-354.951    	3312.11     	-228.886    	6183.82     	-200.469    	-40.7449    	5625.63     	675.914     	-308.147    	2666.89     	-52.1462    	-650.317    
0.715 	35499.2     	3227.51     	-197.28     	2663.1      	-801.003    	-305.705    	-514.768    	-113.226    	-305.115    	-203.614    	-283.136    	4043.32     	11450.7     	356.433     	314.238     	-447.528    	-71.7278    	-346.733    	3227.51     	-244.781    	6178.08     	-209.513    	-40.748     	5812.04     	643.409     	-306.589    	2663.1      	-49.3973    	-639.357    
0.725 	35599.9     	3142.9      	-216.114    	2659.28     	-831.388    	-284.268    	-525.814    	-110.973    	-311.266    	-202.636    	-229.066    	4035.66     	11632.5     	355.664     	318.558     	-486.258    	-86.6702    	-337.593    	3142.9      	-261.814    	6172.27     	-218.643    	-41.0326    	6000.09     	599.304     	-299.199    	2659.28     	-46.4796    	-629.241    
0.735 	35718.5     	3058.33     	-234.411    	2655.41     	-858.35     	-252.555    	-526.799    	-108.985    	-317.305    	-196.643    	-175.547    	4022.25     	11816.1     	354.858     	321.782     	-524.476    	-102.242    	-327.628    	3058.33     	-279.912    	6166.4      	-227.836    	-41.5692    	6188.56     	545.021     	-286.471    	2655.41     	-43.4379    	-619.729    
0.745 	35856       	2973.84     	-251.526    	2651.51     	-881.921    	-211.816    	-517.958    	-107.237    	-322.956    	-185.873    	-122.869    	4004.31     	12000.7     	354.019     	324.04      	-560.963    	-118.496    	-317        	2973.84     	-298.952    	6160.46     	-237.063    	-42.3197    	6376.3      	482.553     	-269.196    	2651.51     	-40.3289    	-610.574    
0.755 	36013       	2889.44     	-266.83     	2647.58     	-902.136    	-163.804    	-500.069    	-105.698    	-327.989    	-170.833    	-71.2763    	3983.35     	12185.8     	353.153     	325.526     	-594.521    	-135.444    	-305.922    	2889.44     	-318.765    	6154.46     	-246.293    	-43.2389    	6562.29     	414.32      	-248.402    	2647.58     	-37.2198    	-601.545    
0.765 	36189.3     	2805.2      	-279.726    	2643.6      	-919.04     	-110.669    	-474.404    	-104.331    	-332.232    	-152.259    	-20.9632    	3961.04     	12371       	352.268     	326.481     	-624.019    	-153.056    	-294.653    	2805.2      	-339.151    	6148.39     	-255.489    	-44.2763    	6745.66     	343.019     	-225.294    	2643.6      	-34.1852    	-592.44     
0.775 	36384       	2721.13     	-289.675    	2639.59     	-932.682    	-54.8283    	-442.648    	-103.1      	-335.57     	-131.078    	27.9256     	3939.11     	12555.8     	351.374     	327.18      	-648.432    	-171.266    	-283.486    	2721.13     	-359.887    	6142.26     	-264.617    	-45.3773    	6925.68     	271.445     	-201.18     	2639.59     	-31.3042    	-583.103    
0.785 	36595.6     	2637.28     	-296.216    	2635.55     	-943.119    	1.17128     	-406.802    	-101.967    	-337.952    	-108.353    	75.2964     	3919.26     	12740       	350.479     	327.914     	-666.882    	-189.983    	-272.731    	2637.28     	-380.738    	6136.07     	-273.641    	-46.4861    	7101.8      	202.327     	-177.391    	2635.55     	-28.657     	-573.435    
0.795 	36822.1     	2553.68     	-298.98     	2631.47     	-950.414    	54.7971     	-369.071    	-100.896    	-339.38     	-85.2241    	121.104     	3903.06     	12923.5     	349.596     	328.974     	-678.669    	-209.092    	-262.707    	2553.68     	-401.475    	6129.82     	-282.527    	-47.5471    	7273.63     	138.166     	-155.21     	2631.47     	-26.3213    	-563.404    
0.805 	37060.5     	2470.36     	-297.71     	2627.36     	-954.634    	103.668     	-331.74     	-99.8586    	-339.913    	-62.8466    	165.349     	3891.87     	13106.3     	348.731     	330.632     	-683.301    	-228.469    	-253.723    	2470.36     	-421.881    	6123.5      	-291.247    	-48.5074    	7440.96     	81.092      	-135.798    	2627.36     	-24.3686    	-553.047    
0.815 	37307.8     	2387.37     	-292.267    	2623.21     	-955.853    	145.684     	-297.056    	-98.8293    	-339.651    	-42.3306    	208.073     	3886.76     	13288.4     	347.896     	333.13      	-680.509    	-247.986    	-246.067    	2387.37     	-441.769    	6117.13     	-299.776    	-49.3181    	7603.75     	32.7481     	-120.131    	2623.21     	-22.861     	-542.467    
0.825 	37560.6     	2304.72     	-282.635    	2619.03     	-954.151    	179.129     	-267.105    	-97.7917    	-338.733    	-24.6829    	249.355     	3888.44     	13469.9     	347.096     	336.664     	-670.264    	-267.521    	-239.993    	2304.72     	-460.988    	6110.69     	-308.099    	-49.9371    	7762.11     	-5.79279    	-108.954    	2619.03     	-21.8486    	-531.832    
0.835 	37815.2     	2222.47     	-268.928    	2614.82     	-949.613    	202.766     	-243.708    	-96.737     	-337.319    	-10.7559    	289.304     	3897.26     	13651.1     	346.337     	341.375     	-652.774    	-286.965    	-235.708    	2222.47     	-479.433    	6104.19     	-316.206    	-50.3298    	7916.3      	-34.0758    	-102.74     	2614.82     	-21.3663    	-521.36     
0.845 	38068.3     	2140.64     	-251.383    	2610.57     	-942.326    	215.887     	-228.329    	-95.6638    	-335.583    	-1.20548    	328.054     	3913.2      	13832.2     	345.624     	347.342     	-628.481    	-306.229    	-233.366    	2140.64     	-497.052    	6097.64     	-324.099    	-50.4703    	8066.72     	-52.273     	-101.671    	2610.57     	-21.4325    	-511.309    
0.855 	38316.6     	2059.25     	-230.353    	2606.3      	-932.386    	218.346     	-222        	-94.5781    	-333.698    	3.53989     	365.76      	3935.84     	14013.7     	344.957     	354.58      	-598.044    	-325.247    	-233.06     	2059.25     	-513.843    	6091.03     	-331.788    	-50.3428    	8213.9      	-61.1559    	-105.637    	2606.3      	-22.0476    	-501.957    
0.865 	38557.5     	1978.36     	-206.296    	2601.99     	-919.889    	210.556     	-225.279    	-93.492     	-331.826    	3.2982      	402.589     	3964.45     	14195.8     	344.337     	363.043     	-562.316    	-343.979    	-234.818    	1978.36     	-529.861    	6084.36     	-339.292    	-49.9418    	8358.45     	-62.0323    	-114.246    	2601.99     	-23.1937    	-493.585    
0.875 	38789.1     	1897.98     	-179.759    	2597.65     	-904.939    	193.458     	-238.224    	-92.4221    	-330.109    	-1.86049    	438.718     	3998.01     	14379.1     	343.76      	372.626     	-522.316    	-362.415    	-238.6      	1897.98     	-545.21     	6077.63     	-346.638    	-49.2716    	8501.11     	-56.6534    	-126.852    	2597.65     	-24.8351    	-486.453    
0.885 	39010.1     	1818.15     	-151.363    	2593.28     	-887.64     	168.46      	-260.395    	-91.3878    	-328.659    	-11.6212    	474.327     	4035.29     	14564.1     	343.221     	383.172     	-479.192    	-380.57     	-244.304    	1818.15     	-560.04     	6070.84     	-353.863    	-48.347     	8642.65     	-47.0972    	-142.594    	2593.28     	-26.9189    	-480.785    
0.895 	39220.4     	1738.89     	-121.777    	2588.89     	-868.102    	137.356     	-290.889    	-90.4089    	-327.552    	-25.4436    	509.594     	4074.91     	14751.5     	342.716     	394.489     	-434.178    	-398.486    	-251.766    	1738.89     	-574.538    	6064        	-361.006    	-47.1914    	8783.9      	-35.6348    	-160.454    	2588.89     	-29.3775    	-476.745    
0.905 	39420.7     	1660.25     	-91.7008    	2584.46     	-846.437    	102.225     	-328.385    	-89.5039    	-326.825    	-42.5927    	544.692     	4115.46     	14941.8     	342.236     	406.353     	-388.555    	-416.222    	-260.766    	1660.25     	-588.916    	6057.11     	-368.115    	-45.8368    	8925.74     	-24.5892    	-179.308    	2584.46     	-32.1303    	-474.427    
0.915 	39612.8     	1582.24     	-61.8381    	2580.01     	-822.76     	65.3171     	-371.224    	-88.6878    	-326.477    	-62.1786    	579.784     	4155.58     	15135.8     	341.774     	418.531     	-343.607    	-433.858    	-271.038    	1582.24     	-603.404    	6050.16     	-375.238    	-44.3213    	9069.01     	-16.1939    	-197.994    	2580.01     	-35.0872    	-473.834    
0.925 	39799.3     	1504.91     	-32.8768    	2575.53     	-797.187    	28.9318     	-417.493    	-87.9699    	-326.468    	-83.2033    	615.02      	4194.01     	15334.3     	341.321     	430.789     	-300.573    	-451.479    	-282.279    	1504.91     	-618.236    	6043.15     	-382.422    	-42.6887    	9214.57     	-12.4594    	-215.375    	2575.53     	-38.1516    	-474.878    
0.935 	39983.8     	1428.26     	-5.46609    	2571.02     	-769.839    	-4.70121    	-465.124    	-87.3526    	-326.724    	-104.612    	650.532     	4229.7      	15538       	340.869     	442.91      	-260.612    	-469.177    	-294.161    	1428.26     	-633.633    	6036.09     	-389.714    	-40.9858    	9363.21     	-15.0565    	-230.397    	2571.02     	-41.224     	-477.371    
0.945 	40170.6     	1352.34     	19.8035     	2566.49     	-740.836    	-33.5366    	-512.007    	-86.83      	-327.146    	-125.346    	686.434     	4261.85     	15747.7     	340.41      	454.703     	-224.762    	-487.038    	-306.34     	1352.34     	-649.801    	6028.98     	-397.155    	-39.261     	9515.66     	-25.2207    	-242.149    	2566.49     	-44.2057    	-481.031    
0.955 	40364.4     	1277.17     	42.4169     	2561.92     	-710.302    	-55.8157    	-556.087    	-86.3874    	-327.615    	-144.394    	722.816     	4289.97     	15964.2     	339.939     	466.016     	-193.912    	-505.138    	-318.469    	1277.17     	-666.911    	6021.82     	-404.781    	-37.5624    	9672.54     	-43.6839    	-249.902    	2561.92     	-47.0025    	-485.486    
0.965 	40570.4     	1202.78     	61.9493     	2557.34     	-678.359    	-70.1511    	-595.471    	-86.0011    	-328.005    	-160.843    	759.742     	4313.88     	16188.1     	339.449     	476.745     	-168.771    	-523.539    	-330.211    	1202.78     	-685.094    	6014.61     	-412.619    	-35.9359    	9834.38     	-70.6362    	-253.15     	2557.34     	-49.5277    	-490.291    
0.975 	40793.7     	1129.19     	78.0761     	2552.73     	-645.133    	-75.591     	-628.519    	-85.639     	-328.189    	-173.916    	797.25      	4333.76     	16420       	338.937     	486.835     	-149.857    	-542.279    	-341.247    	1129.19     	-704.433    	6007.34     	-420.684    	-34.4238    	10001.5     	-105.719    	-251.629    	2552.73     	-51.7056    	-494.943    
0.985 	41039.1     	1056.42     	90.5805     	2548.09     	-610.749    	-71.6595    	-653.919    	-85.2617    	-328.055    	-183.011    	835.346     	4350.11     	16660.6     	338.401     	496.289     	-137.477    	-561.371    	-351.29     	1056.42     	-724.96     	6000.03     	-428.983    	-33.0635    	10174.3     	-148.048    	-245.325    	2548.09     	-53.4734    	-498.903    
0.995 	41311.1     	984.515     	99.3557     	2543.43     	-575.333    	-58.3717    	-670.746    	-84.8239    	-327.512    	-187.723    	874.005     	4363.71     	16910.2     	337.842     	505.159     	-131.735    	-580.796    	-360.089    	984.515     	-746.65     	5992.66     	-437.508    	-31.8858    	10352.6     	-196.267    	-234.47     	2543.43     	-54.7836    	-501.623    
1.005 	41613.2     	913.481     	104.404     	2538.75     	-539.008    	-36.2235    	-678.502    	-84.2766    	-326.498    	-187.861    	913.17      	4375.58     	17169       	337.259     	513.55      	-132.528    	-600.505    	-367.439    	913.481     	-769.423    	5985.25     	-446.239    	-30.9146    	10536.3     	-248.625    	-219.527    	2538.75     	-55.6055    	-502.568    
1.015 	41948.4     	843.347     	105.833     	2534.04     	-501.902    	-6.15794    	-677.127    	-83.5695    	-324.992    	-183.448    	952.748     	4386.95     	17437.1     	336.657     	521.606     	-139.562    	-620.414    	-373.187    	843.347     	-793.146    	5977.78     	-455.145    	-30.1662    	10725.2     	-303.067    	-201.157    	2534.04     	-55.9252    	-501.246    
1.025 	42318.3     	774.136     	103.846     	2529.32     	-464.137    	30.4902     	-667.001    	-82.6534    	-323.01     	-174.718    	992.614     	4399.14     	17714.3     	336.04      	529.508     	-152.369    	-640.409    	-377.233    	774.136     	-817.641    	5970.27     	-464.18     	-29.6489    	10918.7     	-357.354    	-180.183    	2529.32     	-55.7461    	-497.235    
1.035 	42723.2     	705.869     	98.7302     	2524.57     	-425.836    	72.0681     	-648.905    	-81.4831    	-320.616    	-162.095    	1032.61     	4413.53     	18000.2     	335.412     	537.455     	-170.332    	-660.339    	-379.533    	705.869     	-842.686    	5962.72     	-473.29     	-29.3633    	11116.1     	-409.167    	-157.544    	2524.57     	-55.088     	-490.204    
1.045 	43162.4     	638.567     	90.8459     	2519.8      	-387.123    	116.691     	-623.982    	-80.0199    	-317.913    	-146.17     	1072.55     	4431.44     	18294.3     	334.78      	545.66      	-192.713    	-680.029    	-380.098    	638.567     	-868.027    	5955.11     	-482.408    	-29.3026    	11316.5     	-456.231    	-134.244    	2519.8      	-53.9858    	-479.932    
1.055 	43633.6     	572.251     	80.6084     	2515.01     	-348.117    	162.339     	-593.666    	-78.2342    	-315.045    	-127.663    	1112.2      	4454.11     	18595.6     	334.149     	554.333     	-218.684    	-699.274    	-378.993    	572.251     	-893.389    	5947.46     	-491.461    	-29.4533    	11518.8     	-496.421    	-111.301    	2515.01     	-52.4877    	-466.328    
1.065 	44133.5     	506.941     	68.4727     	2510.19     	-308.937    	206.956     	-559.608    	-76.1072    	-312.19     	-107.391    	1151.33     	4482.58     	18903.3     	333.526     	563.669     	-247.361    	-717.849    	-376.333    	506.941     	-918.484    	5939.77     	-500.37     	-29.7961    	11721.8     	-527.857    	-89.6945    	2510.19     	-50.6528    	-449.437    
1.075 	44657.7     	442.656     	54.916      	2505.36     	-269.699    	248.544     	-523.583    	-73.6326    	-309.548    	-86.2167    	1189.65     	4517.68     	19215.9     	332.916     	573.841     	-277.834    	-735.513    	-372.275    	442.656     	-943.02     	5932.03     	-509.05     	-30.3068    	11924.1     	-548.982    	-70.3214    	2505.36     	-48.5485    	-429.443    
1.085 	45200.6     	379.413     	40.4209     	2500.51     	-230.517    	285.261     	-487.405    	-70.8178    	-307.333    	-65.0131    	1226.9      	4559.95     	19532.1     	332.322     	584.986     	-309.204    	-752.01     	-367.016    	379.413     	-966.715    	5924.25     	-517.414    	-30.9577    	12124.4     	-558.617    	-53.9523    	2500.51     	-46.2477    	-406.67     
1.095 	45756.1     	317.231     	25.4598     	2495.64     	-191.503    	315.494     	-452.827    	-67.684     	-305.761    	-44.616     	1262.77     	4609.68     	19850.4     	331.747     	597.2       	-340.609    	-767.084    	-360.784    	317.231     	-989.303    	5916.42     	-525.377    	-31.7184    	12321.1     	-555.997    	-41.1997    	2495.64     	-43.8259    	-381.569    
1.105 	46317.6     	256.127     	10.4798     	2490.76     	-152.766    	337.928     	-421.462    	-64.266     	-305.034    	-25.7873    	1296.94     	4666.83     	20168.9     	331.193     	610.532     	-371.252    	-780.474    	-353.824    	256.127     	-1010.54    	5908.55     	-532.854    	-32.5574    	12512.6     	-540.771    	-32.4942    	2490.76     	-41.358     	-354.705    
1.115 	46878.3     	196.116     	-4.1097     	2485.85     	-114.411    	351.596     	-394.698    	-60.6112    	-305.332    	-9.18009    	1329.13     	4731.09     	20486.1     	330.659     	624.986     	-400.426    	-791.928    	-346.399    	196.116     	-1030.22    	5900.64     	-539.767    	-33.4433    	12697.4     	-512.992    	-28.071     	2485.85     	-38.9159    	-326.733    
1.125 	47431.6     	137.214     	-17.9476    	2480.93     	-76.5401    	355.903     	-373.637    	-56.7779    	-306.795    	4.68863     	1359.03     	4801.89     	20800.1     	330.143     	640.517     	-427.525    	-801.208    	-338.772    	137.214     	-1048.17    	5892.69     	-546.042    	-34.3454    	12874.1     	-473.071    	-27.9677    	2480.93     	-36.5657    	-298.373    
1.135 	47971.1     	79.4362     	-30.7292    	2475.99     	-39.253     	350.642     	-359.047    	-52.8331    	-309.517    	15.4575     	1386.35     	4878.45     	21109.1     	329.642     	657.036     	-452.064    	-808.093    	-331.202    	79.4362     	-1064.26    	5884.7      	-551.613    	-35.235     	13041.2     	-421.721    	-32.031     	2475.99     	-34.3658    	-270.381    
1.145 	48491.1     	22.7957     	-42.2114    	2471.04     	-2.64464    	335.979     	-351.325    	-48.8497    	-313.531    	22.9322     	1410.84     	4959.84     	21411.6     	329.15      	674.417     	-473.682    	-812.386    	-323.936    	22.7957     	-1078.38    	5876.66     	-556.423    	-36.0862    	13197.2     	-359.886    	-39.9338    	2471.04     	-32.365     	-243.519    
1.155 	48986.9     	-32.6941    	-52.2157    	2466.07     	33.1936     	312.431     	-350.49     	-44.9035    	-318.808    	27.0876     	1432.26     	5045        	21705.8     	328.661     	692.507     	-492.14     	-813.921    	-317.195    	-32.6941    	-1090.49    	5868.59     	-560.427    	-36.876     	13341.1     	-288.653    	-51.2002    	2466.07     	-30.601     	-218.52     
1.165 	49454.6     	-87.0208    	-60.6277    	2461.08     	68.1744     	280.82      	-356.186    	-41.07      	-325.251    	28.062      	1450.39     	5132.9      	21990.2     	328.168     	711.13      	-507.325    	-812.564    	-311.173    	-87.0208    	-1100.55    	5860.48     	-563.588    	-37.5852    	13471.7     	-209.168    	-65.2361    	2461.08     	-29.1002    	-196.055    
